Type	Local Number	Message	Field 1	Value 1	Units 1	Field 2	Value 2	Units 2	Field 3	Value 3	Units 3	Field 4	Value 4	Units 4	Field 5	Value 5	Units 5	Field 6	Value 6	Units 6	Field 7	Value 7	Units 7	Field 8	Value 8	Units 8	Field 9	Value 9	Units 9	Field 10	Value 10	Units 10	Field 11	Value 11	Units 11	Field 12	Value 12	Units 12	Field 13	Value 13	Units 13	Field 14	Value 14	Units 14	Field 15	Value 15	Units 15	Field 16	Value 16	Units 16	Field 17	Value 17	Units 17	Field 18	Value 18	Units 18
Data	0	record	timestamp	1068982697	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	133	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982698	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	133	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982699	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	133	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982700	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	133	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982701	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	133	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982702	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	132	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982703	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	132	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982704	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	132	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982705	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	132	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982706	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	132	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982707	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	132	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982708	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	132	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982709	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	132	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982710	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	132	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982711	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	131	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982712	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	131	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982713	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	130	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982714	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	130	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982715	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	130	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982716	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982717	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982718	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	130	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982719	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	130	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982720	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	130	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982721	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	130	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982722	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	131	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982723	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	131	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982724	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	131	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982725	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	131	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982726	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	131	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982727	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	130	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982728	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982729	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982730	s	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.55	m/s																																				
Data	0	record	timestamp	1068982731	s	distance	1075	m	speed	0.55	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.55	m/s																																	
Data	0	record	timestamp	1068982732	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982733	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982734	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982735	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982736	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	130	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982737	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	130	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982738	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	130	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982739	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	130	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982740	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	130	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982741	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	130	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982742	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	130	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982743	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	131	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982744	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	132	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982745	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	132	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982746	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	133	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982747	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	133	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982748	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	133	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982749	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	133	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982750	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	133	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982751	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	133	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982752	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	134	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982753	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	135	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982754	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	136	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982755	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	136	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982756	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	136	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982757	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	136	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982758	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	136	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982759	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	136	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982760	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	136	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982761	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	136	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982762	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	137	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982763	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	137	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982764	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	138	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982765	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	138	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982766	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	138	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982767	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	138	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982768	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	138	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982769	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	137	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982770	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	137	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982771	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	136	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982772	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	136	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982773	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	136	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982774	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	136	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982775	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	136	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982776	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	136	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982777	s	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	136	bpm	enhanced_speed	0.582	m/s																																				
Data	0	record	timestamp	1068982778	s	distance	1100	m	speed	0.582	m/s	activity_type	5		cadence	29	rpm	heart_rate	136	bpm	enhanced_speed	0.582	m/s																																	
Data	0	record	timestamp	1068982779	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982780	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982781	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982782	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982783	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982784	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982785	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	137	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982786	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	137	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982787	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	138	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982788	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	138	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982789	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	138	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982790	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	138	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982791	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	138	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982792	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	138	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982793	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	138	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982794	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	137	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982795	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982796	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982797	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982798	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982799	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982800	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982801	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982802	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982803	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982804	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982805	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982806	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982807	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982808	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982809	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982810	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982811	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982812	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982813	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982814	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	134	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982815	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	134	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982816	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	133	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982817	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	133	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982818	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	133	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982819	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	133	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982820	s	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	133	bpm	enhanced_speed	0.567	m/s																																				
Data	0	record	timestamp	1068982821	s	distance	1125	m	speed	0.567	m/s	activity_type	5		cadence	28	rpm	heart_rate	134	bpm	enhanced_speed	0.567	m/s																																	
Data	0	record	timestamp	1068982822	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982823	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982824	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982825	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982826	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982827	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982828	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982829	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982830	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982831	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982832	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982833	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982834	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982835	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	134	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982836	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	134	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982837	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982838	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982839	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982840	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982841	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	134	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982842	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	134	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982843	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	133	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982844	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	133	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982845	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	133	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982846	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	133	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982847	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	133	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982848	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	133	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982849	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	134	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982850	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982851	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982852	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982853	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982854	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982855	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982856	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982857	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982858	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982859	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	134	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982860	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	134	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982861	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	133	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982862	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	133	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982863	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	133	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982864	s	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	134	bpm	enhanced_speed	0.558	m/s																																				
Data	0	record	timestamp	1068982865	s	distance	1150	m	speed	0.558	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.558	m/s																																	
Data	0	record	timestamp	1068982866	s	speed	0.555	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.555	m/s																																				
Data	0	record	timestamp	1068982867	s	speed	0.555	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.555	m/s																																				
Data	0	record	timestamp	1068982868	s	speed	0.555	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.555	m/s																																				
Data	0	record	timestamp	1068982869	s	speed	0.555	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.555	m/s																																				
Data	0	record	timestamp	1068982870	s	speed	0.555	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.555	m/s																																				
Data	0	record	timestamp	1068982871	s	speed	0.555	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.555	m/s																																				
